i,winDiff,avg
827,-220,-0.2660217654171705
828,-221,-0.2669082125603865
829,-222,-0.2677925211097708
830,-223,-0.26867469879518074
831,-222,-0.26714801444043323
832,-223,-0.26802884615384615
833,-222,-0.2665066026410564
834,-221,-0.26498800959232616
835,-222,-0.26586826347305387
836,-223,-0.26674641148325356
837,-224,-0.26762246117084826
838,-225,-0.2684964200477327
839,-226,-0.2693682955899881
840,-225,-0.26785714285714285
841,-224,-0.26634958382877527
842,-225,-0.2672209026128266
843,-224,-0.265717674970344
844,-225,-0.2665876777251185
845,-226,-0.26745562130177514
846,-227,-0.26832151300236406
847,-228,-0.269185360094451
848,-227,-0.267688679245283
849,-226,-0.2661955241460542
850,-225,-0.2647058823529412
851,-226,-0.26556991774383076
852,-227,-0.2664319248826291
853,-228,-0.2672919109026964
854,-229,-0.2681498829039813
855,-230,-0.26900584795321636
856,-229,-0.2675233644859813
857,-230,-0.26837806301050177
858,-231,-0.2692307692307692
859,-232,-0.270081490104773
860,-231,-0.2686046511627907
861,-230,-0.26713124274099886
862,-231,-0.2679814385150812
863,-232,-0.2688296639629201
864,-233,-0.26967592592592593
865,-234,-0.2705202312138728
866,-233,-0.2690531177829099
867,-234,-0.2698961937716263
868,-235,-0.2707373271889401
869,-236,-0.2715765247410817
870,-235,-0.27011494252873564
871,-236,-0.2709529276693456
872,-235,-0.2694954128440367
873,-234,-0.26804123711340205
874,-235,-0.26887871853546913
875,-234,-0.2674285714285714
876,-233,-0.2659817351598174
877,-234,-0.2668187001140251
878,-233,-0.265375854214123
879,-233,-0.26507394766780434
880,-234,-0.26590909090909093
881,-233,-0.264472190692395
882,-234,-0.2653061224489796
883,-235,-0.26613816534541335
884,-236,-0.2669683257918552
885,-237,-0.2677966101694915
886,-238,-0.2686230248306998
887,-239,-0.26944757609921083
888,-240,-0.2702702702702703
889,-241,-0.27109111361079863
890,-242,-0.27191011235955054
891,-243,-0.2727272727272727
892,-244,-0.273542600896861
893,-245,-0.27435610302351626
894,-244,-0.27293064876957496
895,-243,-0.27150837988826815
896,-242,-0.2700892857142857
897,-243,-0.2709030100334448
898,-242,-0.26948775055679286
899,-241,-0.26807563959955505
900,-242,-0.2688888888888889
901,-243,-0.26970033296337403
902,-244,-0.270509977827051
903,-243,-0.2691029900332226
904,-244,-0.26991150442477874
905,-245,-0.27071823204419887
906,-246,-0.271523178807947
907,-245,-0.2701212789415656
908,-244,-0.2687224669603524
909,-243,-0.26732673267326734
910,-244,-0.2681318681318681
911,-245,-0.2689352360043908
912,-244,-0.2675438596491228
913,-243,-0.2661555312157722
914,-244,-0.26695842450765866
915,-245,-0.2677595628415301
916,-246,-0.2685589519650655
917,-247,-0.2693565976008724
918,-248,-0.2701525054466231
919,-247,-0.2687704026115343
920,-248,-0.26956521739130435
921,-249,-0.2703583061889251
922,-248,-0.26898047722342733
923,-249,-0.26977248104008666
924,-248,-0.2683982683982684
925,-249,-0.2691891891891892
926,-250,-0.26997840172786175
927,-251,-0.2707659115426106
928,-250,-0.26939655172413796
929,-251,-0.27018299246501615
930,-252,-0.2709677419354839
931,-253,-0.27175080558539205
932,-254,-0.27253218884120173
