i,winDiff,avg
465,-28,-0.060215053763440864
466,-29,-0.06223175965665236
467,-28,-0.059957173447537475
468,-27,-0.057692307692307696
469,-26,-0.05543710021321962
470,-27,-0.0574468085106383
471,-26,-0.055201698513800426
472,-25,-0.05296610169491525
473,-26,-0.05496828752642706
474,-25,-0.052742616033755275
475,-26,-0.05473684210526316
476,-27,-0.05672268907563025
477,-28,-0.05870020964360587
478,-27,-0.056485355648535567
479,-28,-0.05845511482254697
480,-27,-0.05625
481,-26,-0.05405405405405406
482,-27,-0.056016597510373446
483,-26,-0.053830227743271224
484,-27,-0.05578512396694215
485,-28,-0.0577319587628866
486,-29,-0.059670781893004114
487,-28,-0.057494866529774126
488,-29,-0.05942622950819672
489,-28,-0.05725971370143149
490,-27,-0.05510204081632653
491,-26,-0.05295315682281059
492,-25,-0.0508130081300813
493,-24,-0.0486815415821501
494,-24,-0.048582995951417005
495,-23,-0.046464646464646465
496,-24,-0.04838709677419355
497,-25,-0.05030181086519115
498,-26,-0.05220883534136546
499,-25,-0.050100200400801605
500,-26,-0.052
501,-27,-0.05389221556886228
502,-26,-0.05179282868525897
503,-25,-0.04970178926441352
504,-24,-0.047619047619047616
505,-23,-0.04554455445544554
506,-22,-0.043478260869565216
507,-23,-0.045364891518737675
508,-22,-0.04330708661417323
509,-21,-0.0412573673870334
510,-22,-0.043137254901960784
511,-23,-0.04500978473581213
512,-22,-0.04296875
513,-21,-0.04093567251461988
514,-22,-0.042801556420233464
515,-21,-0.040776699029126215
516,-20,-0.03875968992248062
517,-21,-0.04061895551257253
518,-20,-0.03861003861003861
519,-21,-0.04046242774566474
520,-20,-0.038461538461538464
521,-21,-0.04030710172744722
522,-20,-0.038314176245210725
523,-19,-0.036328871892925434
524,-20,-0.03816793893129771
525,-21,-0.04
526,-22,-0.04182509505703422
527,-21,-0.03984819734345351
528,-20,-0.03787878787878788
529,-20,-0.03780718336483932
530,-21,-0.03962264150943396
531,-22,-0.04143126177024482
532,-23,-0.043233082706766915
533,-24,-0.0450281425891182
534,-23,-0.04307116104868914
535,-22,-0.041121495327102804
536,-23,-0.04291044776119403
